NodeNo,A.melanoleuca,C.dingo,D.marsupialis,E.barbara,L.pardalis,MeanShape,P.lotor,P.unica,PC1.max,PC1.min,PC2.max,PC2.min,S.harrisii,U.arctos,V.vulpes,V.zibetha,PC1pos.PC2pos,PC1pos.PC2neg,PC1neg.PC2pos,PC1neg.PC2neg
10693,16.469,39.3301,17.7762,15.9971,6.186,25.4211,39.4106,27.5298,7.55136,72.2224,5.39925,25.579,23.962,11.6574,36.526,34.6982,6.84444,7.25406,59.9174,38.3294
10694,15.2436,44.2399,22.3102,26.4244,33.5271,25.804,39.2745,37.4576,11.4917,76.996,7.71823,14.2128,14.0613,15.2781,23.4549,35.1959,3.6164,6.29087,37.6086,67.498
10695,24.72,20.2142,10.6313,18.1633,29.2034,30.8288,42.2428,39.1494,7.24829,42.2855,3.56079,12.4474,15.4482,23.971,19.6574,34.8682,6.5411,11.9795,51.7444,24.1802
10696,11.7781,5.61578,14.9436,18.2282,34.2654,24.0658,42.8967,16.7096,5.55054,86.0022,6.14136,27.1835,12.6971,21.7136,31.2002,5.64981,3.61063,8.37319,21.1217,55.1087
10697,17.0797,38.0332,6.11947,6.81176,36.1874,15.9479,27.2082,38.7683,10.0198,77.8257,8.10414,10.674,16.744,8.84299,13.8805,34.8075,4.13907,13.1453,56.0167,22.5944
10698,17.0681,33.9241,20.2995,13.44,35.9326,9.52907,37.8123,7.29629,4.42301,27.1806,6.66282,9.67247,5.72705,22.6488,34.3819,28.432,4.39306,9.95996,17.1883,68.4837
10699,3.56851,35.5483,22.2328,32.9958,8.17297,30.5826,21.401,6.22822,10.9063,85.6731,7.04754,15.0641,13.7712,22.3883,17.0027,28.9144,4.27602,5.42969,50.5078,25.5079
10700,3.77667,30.7454,15.1278,18.8285,36.1573,10.7382,19.2214,10.9204,6.58504,47.1151,4.00063,16.3001,19.9277,19.243,22.501,23.7445,5.05765,8.85311,43.4751,75.0391
10701,10.6474,23.3441,4.45568,33.8095,33.0706,11.12,6.87894,39.7846,6.20258,12.438,7.95445,9.13296,15.6161,21.0128,30.3587,8.08849,2.25805,8.28808,34.0419,77.2677
10702,4.4374,16.0909,16.2167,19.9063,10.1055,29.6974,10.8421,40.0391,11.378,49.2404,1.36432,30.0312,7.50847,17.6782,8.22531,35.851,5.3742,12.2923,24.3817,54.966
10703,17.8003,8.80087,14.673,11.3199,24.4479,10.2711,33.8528,9.24963,7.21276,83.8145,4.75243,9.04002,20.9105,23.9523,36.3222,27.5917,4.48738,5.3071,29.7852,20.6118
10704,17.6651,37.9535,16.7515,12.6114,7.39242,30.2489,20.1029,34.1371,9.39193,73.3019,6.11843,19.0835,18.4993,7.94197,35.5938,19.0808,6.57955,10.5954,56.2648,67.9337
10705,16.8686,35.0364,15.6962,13.626,25.1593,27.4723,36.8086,19.1065,12.1679,66.2084,4.70088,13.2931,8.58296,19.3094,13.6542,23.9215,1.95542,7.17951,40.1532,108.754
10706,9.54896,36.9095,7.32648,30.0104,17.2103,31.0796,8.9606,35.9927,5.10988,86.5457,8.91059,9.19486,5.78799,9.27997,34.4581,29.9648,3.62056,4.33339,93.8974,89.3466
10707,7.86869,11.4978,9.25218,31.1895,32.8616,25.7098,41.6109,24.7107,9.67733,78.0636,2.20907,26.0994,12.5722,22.0729,32.284,16.2238,3.5738,7.25801,60.2309,71.2782
10708,11.5516,33.4931,11.6468,11.3285,4.48879,22.5076,6.17907,10.2718,9.72636,30.4567,1.86338,26.7584,16.9957,21.6786,12.8242,24.8436,6.55423,6.9416,54.5492,17.6487
10709,7.80314,15.6313,15.0128,21.492,9.37492,22.7767,39.5892,33.238,7.84506,42.7541,3.78791,9.03345,5.29416,7.30716,24.1888,35.745,5.9697,8.29905,53.345,100.191
10710,5.3488,4.59489,18.6233,19.7893,25.3943,24.9001,21.9664,12.9346,8.51064,48.7163,13.4824,11.4683,7.56836,23.7722,24.9522,5.8565,4.96962,11.7747,11.391,30.0715
10711,13.2735,13.7029,15.7809,6.38857,27.7558,6.10852,13.5044,41.904,10.7814,36.7422,6.79125,30.3713,21.6174,22.373,30.1394,12.075,4.24599,4.59827,39.5641,104.12
10712,15.6235,19.5629,21.0487,5.17422,23.1012,25.6177,21.6153,26.4151,8.56192,39.2275,4.54591,16.2858,13.4147,23.5392,36.2209,36.3936,3.86657,7.31839,54.012,78.7135
10713,13.6425,22.054,16.9303,5.74809,5.86746,9.98764,8.57844,18.6347,13.3505,85.2274,7.28414,8.89226,20.2231,15.4158,21.5952,36.0258,5.3542,7.85988,32.4967,94.8981
10714,16.0418,30.2332,2.80591,59.0164,32.4661,25.9419,11.3454,42.0172,10.7476,29.0838,11.8695,33.2683,12.9915,12.5989,36.3588,10.0925,5.69163,7.50495,52.6496,97.6932
10715,15.1101,5.61729,19.5029,8.17965,29.0105,16.2112,17.7274,25.9955,8.98525,72.9553,9.76866,17.9382,7.01434,23.4258,7.57741,31.3419,2.07508,8.92101,17.7995,16.9854
10716,15.0944,16.3526,12.495,28.8096,29.903,26.0809,36.1416,30.1645,11.2533,11.9063,7.94986,21.0952,6.3079,23.5867,20.3746,29.0192,4.87583,10.8555,59.339,16.9128
10717,5.77485,36.109,12.8127,22.3021,17.4503,16.6619,26.411,43.5131,6.65438,11.5285,8.6299,18.1244,27.6954,10.9274,10.5665,26.4253,4.41098,9.02673,56.1438,71.459
10718,13.6654,26.1042,16.3533,32.3805,8.34577,21.8482,30.3675,5.82409,10.6467,80.5409,7.76831,9.56388,25.4336,23.6283,29.6834,22.8694,6.83792,11.1797,21.3024,76.6241
10719,15.0929,36.4269,16.493,33.7521,11.6284,7.67856,9.40477,40.0698,5.80022,96.7373,7.80351,14.1906,5.8343,15.9419,26.2086,14.5879,3.87097,12.5333,59.4066,92.8486
10720,6.99123,12.5223,10.9687,13.9918,19.7912,30.424,37.517,42.9468,3.90692,82.5981,7.856,30.2395,6.0969,19.699,26.013,22.3209,6.85919,15.0602,31.8747,130.993
10721,10.2617,36.2954,13.8548,5.2803,19.8756,30.6077,21.1165,41.3197,6.28884,21.8541,7.61225,11.9284,20.9653,5.24927,30.4618,34.9363,5.14935,7.67591,43.9855,34.263
10722,16.236,17.3174,15.3159,17.0221,26.9403,30.7208,27.378,39.4176,11.7155,35.6336,11.0673,24.8389,34.8383,13.8433,29.1765,15.6709,4.93473,12.4139,51.2778,61.7932
10723,18.1082,38.3936,8.87356,6.28061,15.9972,25.9308,23.8784,16.4332,12.4159,13.7871,8.4389,12.3847,22.9621,4.99825,33.4337,24.4332,2.0454,9.41206,47.3031,81.5276
10724,5.16296,3.9924,20.1855,18.4975,35.0056,9.62187,16.5373,40.3436,5.74443,56.195,2.62544,25.4665,17.6196,23.6821,19.0834,13.6166,3.6243,6.30344,52.7275,28.7036
10725,11.4497,36.7211,7.36369,11.3556,6.66481,20.9077,40.4966,38.637,12.2576,24.6732,3.22812,9.89835,10.1774,22.7466,35.5675,28.1986,4.17555,13.9908,26.8016,23.4395
10726,17.7067,43.4007,27.6213,32.1241,31.4606,20.0652,30.7843,29.7158,5.69856,53.8957,6.83621,32.4478,7.52006,9.84657,35.7343,35.9059,6.00594,14.282,53.3985,107.573
10727,18.33,12.1452,19.3002,16.2447,11.8372,27.0093,39.0256,8.4634,4.75463,44.9944,6.39122,31.067,17.7393,23.419,1.85959,3.82578,3.28053,14.8355,17.0353,44.5634
10728,3.76147,27.4641,30.65,30.9727,19.8073,20.5875,40.0002,27.8514,9.66414,78.2012,4.11046,33.7306,19.2271,21.5109,12.3384,36.8895,4.84327,12.3396,16.0905,56.9688
10729,4.40434,34.6735,8.98337,24.8981,12.4396,22.8552,5.97576,38.0492,4.94613,48.5583,8.81385,11.1436,33.8307,15.2379,22.6883,7.6378,2.51356,7.43067,27.4136,20.0102
10730,12.3954,34.7232,19.1117,30.0608,22.7126,23.6812,9.56275,26.5194,13.2943,81.8466,6.18082,34.8481,21.5871,5.29069,30.9905,2.75618,3.95491,8.63501,53.4627,108.185
10731,8.8304,32.4854,19.9855,24.3499,19.5749,19.8576,5.31794,35.4969,10.6833,74.2468,6.45436,28.6998,16.4342,11.3658,23.1639,29.9804,5.59957,6.50781,46.4632,19.8969
10732,15.1195,28.2227,14.317,32.6465,6.48312,11.4558,40.8651,41.9467,11.2642,46.3287,11.2147,9.45475,16.622,11.9655,35.7034,25.3258,3.09798,13.4009,47.2477,32.0285
10733,5.72065,37.178,6.1848,33.9795,16.3796,13.5753,10.4072,31.474,9.12201,125.709,5.95472,31.7817,4.49788,14.2419,20.9734,19.8535,2.9356,7.24994,53.86,70.4909
10734,12.5117,31.1729,11.2201,4.05107,20.6368,32.2109,34.748,28.4605,12.1497,82.0419,7.6263,9.01311,15.9927,7.33977,24.7842,34.0702,4.21125,4.71496,52.8411,49.6884
10735,17.4591,24.1785,3.32785,7.88885,10.523,8.1958,51.7309,12.4935,11.5363,63.9642,3.56671,9.17816,21.6992,21.1038,14.4856,32.688,6.01372,5.9992,58.8829,30.5953
10736,11.1725,38.3733,19.5767,19.5617,33.4716,8.02038,6.00272,21.5776,12.8464,25.3098,7.90729,8.73232,27.2672,5.97478,34.9883,36.3779,4.49936,4.34882,57.4898,90.3113
10737,4.12307,30.5297,20.764,32.2635,10.1251,23.0536,23.8165,7.04636,9.16467,72.9762,7.6402,31.2875,18.5009,18.1296,35.2794,19.7949,6.63591,6.25061,57.6295,39.5345
10738,15.8572,18.9685,16.413,26.5743,13.3903,30.4246,20.7124,14.3332,5.94706,85.7179,7.14368,21.1041,17.498,16.6863,36.6588,10.1636,3.39804,11.981,75.6117,64.0001
10739,7.47679,37.6576,15.5892,29.4248,30.0486,9.04485,6.5932,23.9053,9.35709,14.112,8.56926,25.7834,6.59388,10.4637,10.714,32.0601,4.70822,13.8243,60.6046,23.3444
10740,4.97083,23.9121,8.97847,18.4993,4.40805,7.61191,23.2724,6.24381,17.9278,66.8996,8.97188,15.4991,16.9767,23.1198,16.2087,36.3435,3.42426,11.7154,58.3615,101.521
10741,14.0298,38.1947,10.3545,31.9245,35.6706,31.7826,9.53878,6.19931,11.5705,34.1169,3.18278,19.2507,14.8442,10.1829,35.7413,13.4539,5.36649,4.7996,53.7219,54.0592
10742,16.6798,31.205,22.0232,23.3422,23.8522,27.3939,41.3681,33.8159,4.80693,78.1554,7.59689,22.5674,17.4658,23.0111,27.4629,20.6765,4.59937,7.13157,3.93107,105.831
10743,10.4344,10.3304,22.0917,31.3647,31.628,26.0524,25.5644,26.0222,11.5858,29.8797,7.11331,14.0803,22.617,22.0899,45.5194,36.0704,3.34696,13.8367,12.8031,18.3994
10744,13.319,35.301,16.3188,9.01314,23.4659,24.2118,41.9196,38.3225,6.64473,26.6154,6.03307,18.6763,13.7498,16.7845,16.8107,16.4651,4.72806,4.22309,36.4323,26.6916
10745,8.1046,15.0556,15.4069,30.2969,9.16304,21.2536,29.9658,40.5794,5.58643,57.587,8.09249,32.9091,8.53113,13.1591,14.8556,28.2346,3.54204,9.91109,3.86558,108.955
10746,18.2549,32.4726,21.1991,7.44316,10.2961,8.09531,13.4878,39.3765,11.8722,85.1285,8.33551,29.5928,22.1466,26.8031,28.6702,24.4572,6.09509,8.62307,15.3195,34.2951
10747,13.1776,35.8868,6.76465,10.0128,33.9434,22.4775,7.59615,40.749,7.39446,37.1596,6.91499,18.4857,12.3628,13.6142,32.9826,33.2541,1.91349,5.73457,58.4275,78.4858
10748,14.8626,36.7317,3.72707,4.5399,15.8649,12.1258,14.4503,20.1489,6.05392,27.4063,2.41255,9.52828,20.5324,10.9699,48.5419,30.9659,3.89089,5.61072,53.7912,17.4642
10749,15.7425,12.3071,19.2026,5.65673,14.453,48.1373,17.3555,28.957,10.1722,50.7077,6.0331,9.20298,12.3512,18.5673,35.0457,29.5691,4.45793,13.2302,54.0012,76.3804
10750,11.2721,28.4872,16.3021,29.1841,14.2083,25.5239,31.5705,26.3325,8.43252,58.1398,7.64955,32.7929,17.2719,22.6376,8.23595,35.2829,6.89317,14.3944,44.9404,63.4149
10751,13.9759,37.7579,19.9677,31.7459,7.24649,28.0339,29.2142,14.0792,6.85243,49.3194,5.47904,16.675,5.06763,8.85562,9.44435,33.4435,4.12505,8.06028,22.0809,89.0929
10752,14.3881,6.94168,17.2466,29.8107,24.75,6.65838,41.8077,27.4829,10.5716,43.8339,8.30085,20.5625,20.1984,15.3846,25.5727,21.3394,4.24663,9.29278,50.2551,103.159
10753,4.01598,14.0414,10.1716,14.2766,17.2594,12.3098,12.3751,41.3966,5.85033,16.0519,6.64407,9.11648,18.9955,21.5324,24.5139,15.175,5.91445,12.8028,59.5573,99.524
10754,11.3025,26.1695,2.97483,34.6997,25.5677,19.1807,10.2798,21.6258,11.1806,80.7073,6.49092,14.8531,11.3954,12.3652,28.0792,18.671,6.79503,4.857,42.8564,88.6502
10755,9.91558,13.439,17.8298,27.203,23.4885,7.46076,37.0436,24.4995,5.68707,13.0397,7.89872,21.1647,14.7262,21.304,31.7372,25.7737,5.17025,11.5516,42.1631,42.2429
10756,16.5326,55.5451,4.88866,27.6506,30.5633,30.5078,37.2352,24.8873,5.10201,83.2119,5.83269,9.063,5.33078,8.4657,6.14901,29.9028,3.60838,10.1109,32.3472,97.2514
10757,16.5794,34.9504,14.6633,17.1269,34.0383,32.4623,35.7775,41.0094,10.2349,70.1165,2.07158,11.3726,6.98899,33.5174,13.3264,21.1542,3.89297,13.1303,66.9798,68.3
10758,18.0393,21.707,8.06092,23.0044,5.48816,18.928,36.14,9.84772,12.8997,68.4198,2.53818,26.7875,10.5093,10.9555,35.0902,25.7574,6.63022,7.50125,54.72,19.8044
10759,5.24302,13.7528,9.85753,6.83289,6.42426,14.5308,41.9632,39.9677,3.85506,78.4444,8.59912,30.0412,14.7985,12.6138,31.5884,28.4424,2.73627,7.55159,51.6984,98.5305
10760,11.129,37.635,21.5557,6.64822,4.62905,24.2169,15.2469,36.8402,9.13249,104.811,1.96541,9.41079,7.73656,22.9059,14.0668,42.5243,4.23252,16.129,52.9508,115.57
10761,6.5162,38.3269,22.0428,29.6832,18.4339,30.5047,12.7057,34.1739,11.4965,65.9557,2.84867,24.4008,19.7252,14.3195,18.3495,10.1982,5.20251,12.0247,8.71328,60.6274
10762,16.63,18.0595,12.5183,14.8062,13.6363,31.7302,32.1917,17.125,11.0101,72.5122,4.728,21.5402,11.368,19.0508,13.6347,12.6301,4.95831,6.70707,20.1662,102.27
10763,7.74597,29.9703,16.6714,30.069,14.869,6.94651,35.2764,7.1871,7.22317,61.5933,8.64862,23.9364,13.4117,22.0135,1.32129,13.2971,6.18299,13.1247,50.3799,56.9143
10764,15.5294,33.8169,19.4736,9.54055,34.1428,22.1086,16.2308,8.59367,26.8894,79.0534,3.42442,31.5665,19.2765,20.4543,22.0442,4.41998,6.32698,11.1488,52.279,86.5429
10765,4.52035,18.1177,20.0869,8.32962,13.9839,28.1275,19.8464,36.2841,5.13119,81.4878,7.5947,15.6248,21.5731,10.3618,33.79,21.75,3.6297,12.6745,55.2616,103.03
10766,10.1979,23.4507,7.14461,32.9807,7.47359,29.2286,38.4178,39.9047,7.24808,80.8449,7.51011,29.6891,12.1426,18.3375,31.9941,28.7206,4.18438,6.11423,48.3398,48.2137
10767,18.258,28.4528,12.476,14.9342,24.3247,30.2663,14.7937,16.2367,16.1797,76.3739,7.50355,33.1446,19.4979,23.3206,7.53128,33.6264,5.11071,4.2324,52.4632,102.038
10768,11.5642,14.9295,15.5935,21.205,4.53382,31.0888,32.1033,40.7096,12.8146,12.1173,3.77777,32.7703,19.6602,7.57233,32.9465,31.1286,3.28565,15.6445,58.9479,17.4043
10769,12.2885,22.4727,19.923,10.696,9.45404,13.7279,33.9805,36.9194,8.47033,83.4694,7.55028,30.7956,16.7079,10.2454,8.35493,21.0577,3.07268,8.72383,30.8016,102.742
10770,12.9695,24.2604,18.0748,7.35223,6.10467,21.4288,6.67174,6.33981,4.5853,39.5941,8.14717,9.17433,25.6161,8.229,15.077,20.0742,2.20263,11.9239,36.9866,104.485
10771,17.8516,13.8296,20.2879,22.4677,7.72742,8.36629,33.9674,34.1645,11.8986,44.5706,0.943126,25.4347,15.929,13.1364,30.5944,30.2764,6.8122,4.89119,44.9933,81.2174
10772,7.34154,10.7419,7.34963,27.1466,35.796,9.93958,31.8692,41.2495,8.09345,60.0001,8.42494,10.1925,12.9876,20.4815,34.7343,16.7994,3.5474,12.1825,25.2462,17.0138
10773,10.8924,29.6366,21.124,20.5844,18.2514,17.0245,5.98106,37.9207,10.2535,39.0385,9.79645,18.253,19.6083,19.5573,17.2741,34.824,2.7459,12.4285,58.1533,97.7605
10774,4.45707,8.76377,14.6393,32.1593,5.65148,23.9336,13.6318,8.85233,12.4668,54.7062,7.46276,23.6793,6.60427,22.9238,5.93002,11.4454,1.84472,6.92641,42.1305,103.89
10775,5.46405,22.4383,14.969,14.8049,18.4069,20.4038,21.9722,23.1406,5.41866,83.9697,0.960935,20.5224,8.7377,18.2793,33.3238,35.6173,3.66738,10.4989,34.1512,78.6105
10776,14.7283,17.3326,21.3939,9.06815,22.8085,31.869,6.75237,32.4808,12.1538,16.4179,14.4013,16.1151,15.7926,7.12046,25.0436,30.1685,3.41751,8.38919,37.5854,19.9434
10777,14.7537,33.3774,12.6774,8.57601,20.4695,31.842,23.9297,4.98001,6.78917,29.0603,3.86269,27.2849,17.9182,12.5944,34.0619,34.3965,1.85582,14.1437,57.9556,61.0475
10778,11.7125,29.5661,8.62009,7.79415,31.0685,32.0297,12.0241,17.098,8.59506,85.45,5.78534,7.43325,5.79624,23.3361,29.4704,34.3492,4.44405,4.90896,46.4373,30.9647
10779,4.53823,27.5003,17.4127,32.8067,36.2692,20.3914,27.8091,14.976,8.88159,60.5474,6.26179,34.4166,13.8322,9.99011,10.8772,14.9621,6.52768,6.49311,16.1824,105.661
10780,11.8801,7.48954,13.4658,33.3114,34.4548,15.4119,9.46034,10.1392,5.29088,13.1961,2.19891,9.15573,13.2314,8.97739,31.0837,32.1156,3.22217,13.7135,70.3736,102.855
10781,15.5673,12.2443,17.63,6.38036,31.2067,30.0529,21.7724,18.9153,9.16894,20.4377,7.40663,17.2222,17.3908,6.54843,28.2507,9.44799,5.49932,7.74282,7.90143,88.8297
10782,14.9908,25.7898,5.04121,3.81331,28.9514,11.0291,36.5671,31.7936,11.3801,60.7454,4.75988,32.3735,9.42854,22.8636,30.5813,27.1291,2.40129,6.1528,51.7552,23.7632
10783,11.3783,33.1561,12.6285,20.0393,11.176,15.1,37.0494,40.5022,5.02934,78.272,4.7312,21.5525,17.1786,19.0273,28.5935,32.0633,3.17153,4.63543,53.4187,100.661
10784,18.1817,31.8848,9.32623,15.4519,21.8,9.76071,37.5766,11.8759,12.1848,54.0333,7.49875,30.9103,5.4679,7.76293,25.1772,14.4587,2.5968,14.5716,51.0393,102.573
10785,8.25024,36.8824,17.0807,18.5344,33.8302,31.916,38.8854,10.3573,7.72249,21.4075,7.19615,15.4049,5.84263,13.4933,26.1905,26.0878,6.29648,10.4728,47.9803,27.9067
10786,11.4455,33.7111,14.6103,12.5665,4.63982,14.1986,19.075,35.4038,11.5242,78.2575,5.00959,33.8485,12.7257,23.2259,19.8062,20.2205,6.10735,15.0057,41.194,17.4129
10787,7.71289,17.5871,15.8827,31.4875,35.7033,17.2831,28.8738,18.7341,5.86878,78.5347,6.765,21.6466,11.9171,16.8994,4.31554,25.3164,5.27251,14.3135,47.3388,83.2035
10788,7.00381,4.11697,14.089,16.5607,31.9971,17.7825,41.3487,34.3494,7.4402,83.3316,3.21829,9.53313,18.9382,23.2885,21.2756,32.5207,3.66954,20.8234,22.7962,39.4935
10789,9.93529,37.1896,2.65341,18.2274,27.5557,31.68,41.6744,30.7647,10.3902,79.3181,8.74223,21.935,11.848,7.33704,27.7355,11.3298,4.25791,14.4448,51.0883,45.3476
10790,8.56936,12.4322,15.8142,31.5498,26.2588,11.6656,5.87544,39.1373,9.77399,69.8398,6.93808,26.2427,10.2868,12.0783,34.3946,22.4369,4.01788,5.47436,50.8968,85.9379
10791,16.8748,18.949,12.8465,21.7284,14.9895,30.0835,19.5669,25.1857,6.5288,11.0061,7.21802,18.8289,18.8529,8.09933,3.22154,34.718,6.21894,6.18903,49.8385,69.8185
10792,16.8804,33.8883,20.4259,33.0398,9.43322,28.9657,32.6096,18.128,4.22481,17.4927,5.13722,12.8216,17.0068,19.19,32.6068,31.4598,4.52504,11.751,48.2369,33.041
10793,3.79298,30.3023,17.2685,34.7993,40.1532,15.9291,15.4776,40.8197,7.7319,36.9582,1.39547,14.1914,17.2242,23.448,19.6895,34.1407,2.21299,7.05876,16.6676,76.6011
10794,11.87,19.2,13.9436,25.7289,36.7021,18.5713,36.9387,6.93336,7.95281,64.5023,4.26241,30.5456,6.24561,14.3968,46.7415,26.2372,3.95201,10.0739,18.2275,49.8677
10795,4.21079,31.7878,19.8306,8.30218,8.63714,30.3096,9.57743,38.9539,11.5106,73.7411,7.51157,25.7401,11.0709,11.2195,25.2698,9.95187,4.399,6.04092,25.9238,87.3379
10796,4.50762,36.8805,20.4575,19.5534,13.0125,8.10203,33.1222,9.96921,13.2017,67.1279,8.07942,9.3781,13.0034,22.1326,37.5328,33.8217,5.13627,7.36417,18.1563,23.4824
10797,9.37423,27.9383,5.9938,32.2362,25.5938,19.9844,38.1954,8.68587,4.40869,30.1793,7.49305,17.4221,6.49756,17.0587,8.133,33.8777,5.21888,6.95098,50.3826,103.404
10798,15.0743,31.7856,10.7587,11.7026,21.9936,29.1946,11.2992,51.5469,13.8257,40.9819,1.87843,30.7259,4.92202,21.7359,33.406,33.3787,3.99695,5.66265,21.9916,36.9844
10799,12.7432,36.0372,9.43892,21.2988,30.5002,9.85049,26.9257,38.3188,7.98643,45.4923,7.30324,11.6523,18.3973,21.6801,33.2048,25.1865,5.18755,8.95508,27.5448,21.376
10800,14.2657,26.583,19.0226,21.5085,7.13877,15.9956,40.383,38.7851,11.122,80.0404,2.49937,12.5948,17.9025,12.6432,18.5882,2.76583,3.34617,14.6437,14.4898,35.2444
10801,13.7948,28.8326,19.6249,4.4387,10.4341,24.9291,8.7704,29.484,13.0946,31.5976,7.2002,32.4898,18.7278,14.6381,12.0419,17.0391,6.17377,13.601,56.973,112.363
10802,6.61967,28.3311,15.9646,30.5119,25.1342,9.11042,29.9278,12.5677,5.89458,78.2102,7.4682,31.8622,6.98972,21.94,10.6646,21.4138,4.63279,5.57357,37.3682,52.0104
10803,11.3708,26.2336,23.6661,33.8452,32.2414,20.1764,37.3253,21.8322,7.11739,39.2772,6.23483,9.695,9.69157,16.9768,23.4223,34.5562,4.7496,6.51275,51.316,61.232
10804,5.69858,6.17752,9.74177,24.6233,22.7733,23.1052,35.8537,41.757,11.3323,34.2434,5.90001,31.6024,21.1184,17.1251,29.4061,22.6337,3.07591,6.2019,52.9801,61.0693
10805,8.88557,37.4718,12.9271,27.5286,11.662,7.2442,6.35492,12.1973,11.9878,63.5519,6.03744,9.33098,7.78728,15.8005,18.8008,28.7429,4.2856,5.09173,54.7438,54.1866
10806,21.5167,25.526,11.6518,6.62711,25.5178,12.5433,24.8624,36.4168,11.8378,76.0609,7.72837,45.938,8.18165,22.7178,10.113,10.8329,6.22624,9.29959,51.4031,46.2301
10807,14.5899,22.4461,14.9153,26.4176,24.6506,7.14061,22.8715,39.6997,5.83486,34.8936,8.4962,25.2359,21.0607,14.7214,22.6066,34.0488,4.67664,6.03491,56.8391,27.2467
10808,3.45683,37.6353,21.0089,10.7459,31.1058,16.7527,14.8021,10.8551,11.9409,25.5001,6.55211,33.5181,12.0824,18.2018,33.0786,18.5415,5.67448,29.6962,2.84905,100.095
10809,8.31541,34.3444,10.8352,23.3132,30.7544,26.9882,18.1822,42.1331,4.95907,40.0329,7.32452,18.7305,13.2348,5.22597,16.4417,25.7797,2.89355,4.69599,48.8241,88.5557
10810,16.352,25.1742,17.6013,29.5186,12.3178,29.2063,24.9991,8.5108,5.43221,17.4234,8.30013,8.63954,23.953,9.7303,28.5385,16.5475,2.03981,14.738,44.5853,102.243
10811,14.7701,24.5433,8.1672,27.2596,28.9624,14.7954,28.246,27.1901,8.72983,51.5671,3.91819,13.0083,18.0495,23.1917,25.3998,33.658,5.40236,8.16192,51.3087,17.4023
10812,16.2203,35.3022,18.7212,11.4957,35.9902,29.3552,17.7359,14.8396,12.532,45.3589,10.7214,9.38147,20.4213,10.4809,13.1413,14.5752,4.83446,7.1816,51.0758,112.53
10813,17.1941,60.092,14.6006,33.0457,33.7178,30.9148,8.36223,20.2842,6.16017,65.2171,7.79162,9.42922,13.6018,15.3556,14.5172,13.0107,5.64542,9.58395,31.0947,39.3348
10814,8.44894,24.7363,3.70827,32.1485,19.5245,26.5235,41.2861,23.7316,9.10668,43.3757,6.59351,27.2107,16.5256,19.578,8.4826,5.74069,5.30572,11.5257,47.1581,111.097
10815,15.0517,3.78063,32.5705,43.1525,32.2544,17.512,5.87527,24.9883,8.42614,71.7097,8.76612,32.7499,8.52895,12.4913,28.7813,34.8414,1.92445,11.9936,51.619,125.772
10816,9.56556,34.8654,17.8062,26.5438,5.23847,5.79333,37.4167,38.8608,12.6109,15.3095,7.25811,9.59414,7.67729,11.582,21.1921,34.1981,3.91489,4.42706,14.0526,19.8768
10817,11.4016,35.802,7.72312,25.9176,17.6846,25.1456,25.2647,35.2516,6.35266,10.7287,6.8214,9.48045,9.04959,4.49277,20.1574,29.8634,5.15417,7.12414,58.11,92.0416
10818,15.9255,35.5869,13.8645,32.3822,30.0352,6.89295,15.2628,65.4942,4.87429,79.3162,7.83971,9.28792,6.25142,5.80293,31.8537,34.5395,5.87058,12.9674,92.2726,65.3613
10819,13.3356,37.3449,14.0213,22.784,27.9859,23.8293,16.6292,26.9747,9.28562,69.5076,3.62463,14.4501,16.5372,14.1251,28.2121,45.6723,6.31945,12.7757,55.7124,73.0822
10820,16.6139,36.4932,22.714,30.2251,8.27074,5.87016,8.96039,5.7257,8.33982,13.5453,7.92834,23.1201,16.9107,21.9918,22.7852,33.1227,1.78335,10.7853,13.6058,41.8848
10821,3.54106,29.0327,15.1082,6.97605,21.4509,21.7438,38.6576,25.9283,9.90593,68.465,3.29399,28.3782,12.4974,4.52778,30.9136,31.9475,2.0022,9.35881,56.3718,94.466
10822,17.9582,36.5982,2.56849,22.0331,20.3179,24.8982,38.1474,23.4035,6.59821,74.4026,6.22007,25.6365,20.3317,23.1258,12.8272,5.86974,3.88668,7.94339,57.173,103.238
10823,8.59864,16.6221,20.7331,16.7863,7.43422,27.6498,33.86,38.2604,7.38676,82.4797,1.19088,33.7774,20.6098,22.6924,17.2991,14.8317,4.90354,7.5798,43.4937,21.4222
10824,14.3432,15.4491,33.7367,16.907,4.28429,24.7522,7.56558,14.3662,5.11878,20.8758,4.46145,10.2002,24.1598,13.2624,33.6865,17.212,3.76193,6.12051,27.704,24.4413
10825,15.48,14.6603,7.3928,32.9069,19.297,19.6033,20.0747,40.2852,10.78,72.9115,5.83613,10.102,6.00804,21.5924,25.4264,35.1912,3.00013,9.931,55.5041,56.1513
10826,4.83138,13.6012,9.96679,15.352,23.3158,17.7775,23.05,42.7938,5.31359,70.9997,5.12756,9.26459,19.5374,23.1483,14.3052,51.2052,6.6903,5.27599,54.8892,92.9151
10827,13.6533,11.8746,18.5926,18.8294,33.8241,23.9597,40.3128,8.39306,4.81987,84.0894,5.57545,24.5881,13.5425,22.5343,31.718,27.2772,3.24255,4.91001,44.8117,23.337
10828,6.36383,20.2338,6.6557,20.9828,10.4516,8.23249,25.1999,5.72448,8.02143,84.6244,7.31406,11.9993,4.9288,17.5601,15.6781,33.7363,4.59482,13.3842,85.8311,43.2009
