NodeNo,A.melanoleuca,C.dingo,D.marsupialis,E.barbara,L.pardalis,MeanShape,P.lotor,P.unica,PC1.max,PC1.min,PC2.max,PC2.min,S.harrisii,U.arctos,V.vulpes,V.zibetha,PC1pos.PC2pos,PC1pos.PC2neg,PC1neg.PC2pos,PC1neg.PC2neg
1880,6.54805,10.6601,5.53696,26.4925,22.0176,8.02505,12.4629,28.9989,7.04099,14.7327,23.1591,14.0347,16.6996,20.658,17.8848,21.4936,5.91775,8.33406,25.155,92.4282
1881,14.3086,23.4146,10.3925,7.86213,44.7821,17.3055,24.6475,28.134,6.98627,42.4685,19.6899,26.919,33.4699,19.6343,29.7554,7.56086,4.37231,5.73966,48.5919,87.0872
1882,7.27649,6.08879,20.1661,15.2057,23.1656,9.36181,29.8711,39.3219,5.97186,8.97987,5.70267,23.5855,10.659,16.6379,19.0755,25.7042,13.2285,5.95174,38.689,63.5353
1883,9.7125,20.9605,19.4421,8.69052,11.0959,9.36684,15.1491,17.2342,5.86904,56.0072,8.13897,26.6767,6.75897,15.4824,30.037,25.1968,4.48407,9.60543,57.14,19.0179
1884,5.65721,26.9835,19.0087,7.91838,17.6047,23.6279,44.5271,36.1668,7.2927,5.39748,15.9074,50.6766,10.4136,18.3036,30.7844,14.9188,4.07855,9.62142,3.17003,78.7559
1885,12.0383,9.20331,7.81219,15.9192,12.331,24.0388,26.752,28.4472,6.24193,39.121,6.38361,4.29359,10.834,22.3781,33.925,12.3315,4.47618,11.4314,51.3504,14.1952
1886,15.3466,29.2198,17.9235,23.3931,23.9168,23.2914,12.2677,29.6234,6.21714,59.69,21.354,4.48758,12.3051,13.2071,27.4717,14.0698,12.3512,4.77208,55.1531,90.6952
1887,8.93598,31.2147,2.01275,31.6868,27.3467,7.80358,28.0034,31.2914,6.36491,35.2611,12.8458,21.1731,28.254,6.43304,33.8149,12.2548,5.90443,9.34653,30.0371,19.6911
1888,2.9508,10.8421,19.7198,16.4508,45.5058,23.9454,15.0587,26.2206,9.79599,40.7716,15.4348,29.873,13.3718,10.482,14.2793,4.24946,10.9721,11.2327,27.6477,29.2041
1889,12.6639,20.9388,18.2276,24.9302,23.9021,23.3317,27.5133,9.78187,10.9682,17.678,20.2029,10.3988,12.4076,8.81522,11.2793,25.5705,5.42555,26.8671,8.05496,23.528
1890,9.69596,16.536,12.1916,10.5269,31.9113,7.19244,42.3531,30.2609,7.24999,56.7495,16.7564,11.0708,19.9639,8.81894,28.1714,25.7722,15.2222,8.80355,28.5406,13.2654
1891,15.6237,11.1597,19.7292,22.1781,10.478,23.2319,23.5987,27.4531,8.85173,19.2555,3.66601,30.4658,18.5454,14.1177,24.5544,24.5487,8.41574,11.4175,54.092,62.6213
1892,14.9385,19.2845,18.3496,24.8944,15.5548,26.8489,25.3668,10.9889,33.2139,65.0415,2.73308,25.8541,8.53353,44.066,26.7904,21.7496,12.5804,10.4503,49.8056,90.7681
1893,7.10314,14.3129,12.8403,10.5785,15.8633,17.2316,39.617,37.6242,10.1392,36.9677,4.89754,28.6626,16.5609,9.68502,13.281,3.00094,7.29015,8.22035,8.65643,8.5372
1894,11.0184,4.02753,15.762,17.935,10.3161,7.86747,25.8132,23.0837,6.08541,64.4295,17.6509,30.3032,16.4445,17.6462,12.6117,13.2675,12.0209,7.34201,34.4497,87.7856
1895,17.6139,18.8888,10.0909,11.9599,25.6488,26.7008,29.933,22.2077,9.64285,32.6619,15.4239,12.7746,19.5143,6.70681,29.6223,22.8217,9.85592,6.85431,17.9299,74.6089
1896,6.63362,2.83864,19.6965,25.4232,24.6809,21.1658,15.2274,13.5246,6.39161,59.0206,16.444,16.361,8.58271,13.6194,17.7064,11.0673,7.77772,6.59219,57.0229,100.287
1897,14.5805,4.61811,15.3432,13.4613,24.9616,13.7391,16.3798,27.2168,7.13321,14.061,13.8342,10.6093,13.0678,20.1759,6.55869,26.0383,10.3926,5.87731,48.6285,34.2381
1898,6.99035,12.7271,18.5895,31.6576,31.1378,7.78563,22.9372,9.18291,10.1487,51.6425,19.5089,23.2233,10.125,20.7987,32.2407,25.3035,8.11311,10.2289,5.7685,39.7936
1899,15.6242,4.27482,16.6352,25.0129,23.3507,20.1724,17.999,10.1282,9.16284,36.7777,11.9101,27.4126,15.4667,11.8306,31.3605,5.65687,12.0076,10.9287,15.8671,76.237
1900,14.023,10.1733,10.2471,27.1031,19.6334,7.71791,13.9796,23.3098,5.76053,48.0984,4.51723,22.739,8.7627,17.1306,4.48391,23.5769,4.41433,10.6392,11.6388,7.77539
1901,13.6982,22.25,11.2142,12.9033,10.372,7.01187,3.13588,11.1778,7.95447,54.3606,14.0351,25.9339,13.0587,6.35431,13.0065,16.0986,5.41378,5.88302,10.3546,15.5467
1902,11.6598,27.4373,10.5788,9.56478,22.5197,26.5531,27.86,30.3827,9.17896,24.207,13.1453,28.0726,12.9773,20.9173,24.9637,8.88864,11.8611,4.85005,1.86124,52.7959
1903,8.79329,24.1605,16.7452,21.0374,21.1895,16.5922,15.6578,31.4194,10.3473,65.8774,19.2124,22.2721,20.203,17.4468,13.9347,2.90934,6.68497,6.09272,25.2665,28.3808
1904,7.09235,4.75318,4.07755,24.9824,17.8079,12.473,29.0418,12.8771,10.4693,59.6546,4.0707,13.9468,20.6971,26.8624,18.2829,25.8782,12.565,9.95875,49.9988,77.8097
1905,5.92407,26.2576,16.1903,20.0763,24.1483,21.6892,15.4286,26.7814,9.87011,6.73248,18.8214,23.9888,9.69788,7.116,18.4856,20.9649,8.18594,11.5737,3.16152,89.7866
1906,7.50757,8.25444,17.6393,25.7815,28.0181,12.0462,24.3202,15.9081,10.4658,50.2791,17.4936,24.8654,14.2141,16.6286,15.2057,17.5443,16.7084,6.15607,21.122,20.7027
1907,6.99853,28.6486,14.7417,22.6274,27.2852,21.2116,13.0979,31.4462,8.32086,52.8231,19.5293,24.0154,15.0991,7.89599,23.5263,21.3055,11.9315,10.6004,51.8317,55.1274
1908,8.21838,32.75,19.5935,5.61991,20.814,11.3749,12.1182,9.15789,6.04687,43.6301,20.9078,17.0373,18.7189,13.7753,7.73487,22.3555,15.9105,6.43351,47.9933,91.1709
1909,6.47935,7.80356,10.141,11.5161,22.3825,8.9351,15.6188,29.8518,6.94853,48.511,22.0047,10.254,7.16559,8.54369,5.18116,23.7513,7.98786,10.049,1.88438,12.1414
1910,17.1045,25.6431,17.1204,35.7993,12.2311,14.8323,30.3709,36.432,6.50443,8.85458,2.55296,11.0101,6.62083,21.8909,29.5145,25.3138,12.7897,4.50515,42.8215,73.8404
1911,10.3886,4.89112,6.37165,23.8623,14.1016,7.02489,22.8599,31.7665,9.66807,60.4155,12.9144,27.7673,14.1594,11.2678,30.6105,7.97577,4.31898,11.1638,30.8113,98.7762
1912,6.79183,11.6013,16.9223,14.9276,13.6617,12.7934,40.0732,19.2641,6.88963,23.7019,7.78156,29.6419,18.4265,6.73548,32.8921,2.80666,12.2151,8.46508,23.6904,69.6437
1913,18.303,14.5004,11.7025,24.5804,25.2332,7.39386,14.8845,29.1946,5.80399,8.38592,16.9707,12.6495,9.04984,16.0151,26.6042,4.72044,6.82625,6.76782,61.5186,85.7341
1914,7.9213,6.55972,20.1191,22.4385,20.4973,19.2592,33.9797,24.3815,6.88195,33.7593,21.2758,16.6638,16.2916,11.0712,30.2292,23.8478,11.1806,8.83978,50.9833,7.9829
1915,18.2601,25.3394,14.9913,19.6527,24.7652,23.1842,16.8088,37.1365,6.62434,10.4194,13.6114,17.9601,9.2262,9.37756,20.8082,15.0025,20.4425,11.2078,54.7584,91.3082
1916,17.3801,27.4052,14.4123,8.33056,24.7711,21.7965,26.1306,9.68869,9.03768,5.66085,22.2597,29.8983,19.766,18.6936,30.9884,22.8872,7.85408,10.5166,55.7635,7.85806
1917,6.63708,16.3689,19.2133,26.0666,14.2459,11.2027,20.5288,12.8886,6.29983,66.0697,24.4564,29.1234,6.58952,11.167,2.59437,25.4652,12.4757,5.8696,53.9469,43.3511
1918,7.83758,29.2257,14.2831,11.2005,24.6706,14.6036,15.2746,30.1908,5.96346,13.9434,9.80048,10.7655,5.72138,16.7338,34.3669,9.97652,4.30961,10.1167,36.1438,48.4746
1919,14.2863,13.8235,15.3252,23.0069,63.37,7.74796,25.097,29.2275,5.79045,57.5053,12.227,45.474,18.4361,8.26843,21.1015,24.9473,11.0112,10.5247,15.6907,23.6756
1920,13.7762,7.72103,10.8975,8.21678,11.8746,25.2895,12.78,28.465,10.5037,44.8385,19.4873,30.3383,11.0099,8.4782,30.5023,19.2506,5.03575,11.4174,21.2996,57.5539
1921,15.7445,3.11766,19.3666,21.0814,13.6294,25.9177,13.1722,25.4922,4.36552,59.9312,3.23538,21.9423,10.7981,7.51805,4.4207,21.0191,12.815,9.29822,13.0551,8.32298
1922,6.43704,26.8087,13.6419,24.9884,25.8332,22.2972,21.1406,28.1679,7.47419,21.3135,23.0132,30.4186,8.44547,8.90015,30.0225,26.3268,4.07986,11.072,33.4841,98.0074
1923,6.8517,21.1804,9.78795,24.1477,11.3858,24.5722,13.9781,30.7678,8.12782,61.4161,15.2193,22.3499,13.0765,15.8825,25.5698,19.8316,11.324,16.5608,52.544,90.8151
1924,7.3411,27.7921,2.05154,15.8648,30.469,17.8529,17.3635,37.0634,8.00029,55.7724,18.5656,18.5713,9.5324,18.3006,12.4482,11.552,12.0949,9.73488,42.4201,91.8911
1925,10.504,25.8745,9.1075,8.88772,23.41,22.3654,13.6558,24.15,10.5907,60.1363,19.0758,28.4669,7.21949,13.1221,15.4416,5.26376,4.36823,11.6535,47.3836,32.5407
1926,4.96631,30.6143,10.8291,24.1092,29.2766,23.9948,18.2785,10.4849,6.98427,50.7211,12.9099,17.0443,11.7644,7.34267,16.6107,12.2501,3.94369,5.26919,14.2083,83.2556
1927,33.5926,9.5188,15.9417,14.1421,26.3774,7.71426,12.6779,28.9192,7.15891,20.0045,21.0935,26.8157,18.9377,15.2694,11.4824,3.84442,7.10783,9.70903,57.6245,25.1558
1928,14.6144,21.6083,4.35427,7.81256,24.2166,11.211,13.9945,32.4214,10.1319,51.6142,6.41008,30.4167,19.7893,21.1723,11.0059,15.806,4.20712,6.44119,1.24513,8.09268
1929,7.14138,3.92646,14.7607,25.61,24.2969,26.1115,27.163,22.7291,8.61429,65.1424,17.8316,11.9807,14.4592,21.6957,26.9447,5.66426,7.48765,11.605,2.95085,100.21
1930,15.9461,3.7523,13.2729,10.633,17.1663,16.7516,16.8471,25.1339,20.6207,26.795,14.7311,28.9933,7.67226,16.3155,34.7849,9.97027,8.35692,4.34601,16.6992,60.1957
1931,15.7756,13.5575,12.4818,51.1417,25.023,24.3084,28.4184,30.2994,4.84986,26.1391,4.22895,11.9197,18.6516,16.5189,32.2955,17.0523,5.43021,11.3131,60.4523,31.2309
1932,7.08296,10.0212,19.5187,10.9548,19.9167,7.49004,26.4219,9.74062,10.4832,40.4307,12.0833,27.0388,8.02809,14.6759,20.7596,18.2449,12.6525,9.75698,41.8781,68.3851
1933,11.4885,33.4093,5.04359,4.865,28.7446,10.4631,28.7921,29.8723,8.20663,40.8992,9.11813,21.8131,18.6272,14.0986,8.23718,26.1566,4.90435,9.63674,7.90069,84.7965
1934,6.98025,11.5463,11.8658,23.6354,15.545,18.5023,13.1196,20.5755,7.04195,15.6239,17.3953,15.0795,13.1331,15.6558,33.8856,26.1192,4.30308,21.0333,56.0802,91.5958
1935,12.6952,5.66538,19.8007,24.5462,10.9494,23.3097,11.6134,12.5464,10.8446,62.3175,21.7122,11.4218,15.4678,6.3475,34.3931,23.7732,13.8721,4.06206,29.2674,73.5207
1936,12.968,27.9998,18.6002,7.70882,14.9905,7.79065,21.9363,15.5876,9.28288,5.04827,16.0799,23.6968,7.30581,6.8597,26.6016,24.2523,9.68815,11.5784,9.18525,45.9118
1937,18.5104,24.4363,7.78649,9.04307,50.8583,18.249,12.1788,18.6719,10.6953,52.5805,8.41705,27.9109,5.41945,37.3617,26.2709,17.4217,6.34637,11.021,41.2149,32.6653
1938,8.66803,12.4191,10.8179,9.70707,19.6056,22.9327,12.0646,30.8989,5.84202,52.2092,5.54564,10.0467,18.4393,14.1356,2.67365,10.5644,3.861,5.53451,57.4434,86.8248
1939,29.0587,27.1932,19.4629,20.2757,20.5052,8.74947,21.2515,25.9555,6.0257,5.43213,23.6371,19.0593,7.46591,21.8024,29.9807,19.6873,7.04822,9.55606,20.1717,26.8234
1940,6.7051,31.6079,12.6438,15.8847,24.0955,6.44678,19.6357,10.6694,10.952,64.6069,13.9227,16.1556,18.448,15.5524,31.3699,23.5224,4.42828,8.22048,4.35022,61.3501
1941,11.5975,12.711,12.1876,9.13666,23.7944,27.0045,15.9635,34.9124,10.3519,10.673,21.1156,30.6886,7.23587,16.1233,17.9757,23.3365,3.95941,9.88478,51.5789,90.9897
1942,7.46739,22.9564,3.42491,20.1693,18.7643,17.6806,11.8176,17.0861,6.43281,59.9642,5.13206,15.2911,16.2327,6.25441,29.7951,16.8321,13.9631,5.90059,18.9959,12.8917
1943,16.0103,27.4945,14.1261,23.8487,24.4392,9.15744,44.1138,32.2872,6.13818,41.143,24.8755,27.8428,10.9701,15.8705,4.97625,8.11977,4.95778,7.26063,39.6091,45.2931
1944,13.0217,3.34512,15.1913,31.3862,24.2325,24.0918,21.7327,16.3398,11.017,5.68203,10.1419,11.2503,11.2511,8.83532,22.6192,11.2602,4.76772,7.42065,2.55576,24.8021
1945,7.06891,27.9078,18.6266,19.3828,11.766,15.6566,15.9061,31.0916,7.75941,55.469,20.595,14.3752,6.38894,6.5561,16.4753,24.362,4.21685,11.4237,21.9936,89.4823
1946,15.2911,16.5303,7.01225,27.757,30.6772,8.60187,27.6918,22.0667,6.83212,47.8456,23.8595,25.0534,35.9376,11.0329,31.2185,25.5565,11.59,5.88579,33.3919,51.89
1947,10.0536,22.1244,17.8252,7.82894,31.3283,7.63785,19.1086,30.1119,6.26427,35.9101,19.9907,29.2063,19.7989,14.1641,11.2811,26.52,5.79041,6.41481,29.1788,9.65248
1948,15.502,21.6372,16.5351,10.4317,13.0351,22.1142,36.8867,36.168,7.33958,17.0866,12.4446,12.5384,13.7175,22.1556,34.569,25.3669,4.27457,11.4698,57.0736,83.3587
1949,15.4701,9.17299,10.0742,24.465,24.0987,24.3772,24.1216,30.1952,10.7167,5.95847,15.3468,31.2645,17.4912,15.3018,9.85603,20.8103,7.71722,4.20169,54.0277,36.6083
1950,6.53824,3.80087,17.4141,12.3407,24.5546,27.3764,9.75875,16.1486,5.97742,39.2688,13.1614,12.9548,6.57867,16.262,27.7694,26.4432,6.04162,11.0443,39.5873,80.158
1951,17.0368,19.1722,7.26614,11.2822,16.3183,24.0509,18.9334,18.6772,6.08056,10.873,18.1908,9.71412,22.4453,19.1827,30.4095,7.17305,15.1949,9.73258,45.6383,58.8508
1952,7.13384,2.92986,6.26437,22.8985,12.5045,24.8658,36.8258,28.8993,5.82349,4.80314,13.9952,10.4067,11.1567,13.1089,22.8775,18.7074,25.5438,7.37184,55.2972,45.3898
1953,7.09322,3.75072,17.2979,22.3149,28.9431,24.5475,12.7923,27.662,7.75751,55.9997,23.4024,31.0526,12.6678,7.92372,32.8473,3.03175,20.898,6.1494,39.3927,20.2172
1954,10.1151,21.3012,18.5087,21.5727,20.9996,12.4842,3.76301,30.8296,10.2711,59.2964,21.4971,25.6191,20.304,10.52,31.7079,11.3467,10.114,11.6762,17.5258,51.6429
1955,17.5971,19.9939,8.42855,21.3242,26.3574,27.2414,12.2744,37.5227,5.99686,30.331,16.9216,22.3619,19.7955,18.1841,30.047,17.9937,5.4097,9.38026,10.7506,58.3769
1956,11.6328,10.8429,11.7547,19.3447,17.9007,24.1927,25.6881,29.1474,8.32045,32.627,17.856,5.54116,17.8046,4.81137,14.2177,6.14327,11.3292,10.8147,19.0892,98.8805
1957,8.89188,23.1457,14.7685,16.8219,25.3296,7.16934,15.7558,10.2589,5.67663,8.61519,19.9512,9.90913,8.70744,6.35383,20.0297,25.8022,7.34829,6.12811,55.9673,85.7249
1958,12.7746,18.433,16.7406,13.8511,10.2469,26.8834,14.7076,29.4639,6.814,23.6534,18.6898,27.3442,21.9288,12.4815,21.1181,9.96756,5.93495,7.33525,13.2524,94.0395
1959,7.92475,27.1863,19.542,8.18954,18.9827,21.6234,15.0563,25.1941,6.1623,49.2559,22.3389,23.6429,6.93643,19.0689,30.0899,10.3164,12.9251,11.6981,29.2944,14.1862
1960,6.70977,7.05917,15.7944,24.5502,30.4436,7.06798,18.1819,9.51676,7.28649,55.6315,14.6374,20.1351,20.4298,22.1161,5.48547,4.13119,11.7115,10.6393,52.5605,14.9039
1961,10.2077,9.26546,19.3036,12.9857,31.5447,23.5224,15.7875,30.8605,8.93418,64.7875,7.48634,24.0248,21.4407,6.93107,4.69848,3.45381,5.10686,6.27775,40.5956,18.9624
1962,13.6756,24.532,20.249,8.69599,13.9056,17.6671,15.4205,15.575,9.84557,50.1188,5.24024,6.63604,9.88886,7.53262,29.8493,14.859,8.71444,5.16751,52.7344,101.334
1963,6.81969,19.0392,2.31629,22.9514,20.7035,7.01966,7.42699,20.2717,6.36683,21.0982,17.1982,32.8851,7.47156,8.41179,19.5097,5.94482,11.3764,10.5478,5.81617,42.2171
1964,15.8729,25.6665,19.5336,10.3498,28.5821,14.2128,28.3733,11.0901,11.4367,8.04762,21.2452,29.142,7.8874,20.892,34.9276,16.1455,11.5091,11.7381,36.6091,68.9763
1965,4.83837,11.6022,3.45218,10.903,10.3534,10.1116,26.6928,28.034,10.429,34.0866,4.00961,24.9104,15.0204,17.7682,24.2356,25.9858,11.7536,10.5654,58.2589,88.0583
1966,6.22596,13.1459,2.93111,23.4865,25.2364,7.75538,41.1061,18.223,8.92157,49.8807,12.132,13.4792,5.55444,12.8486,4.43307,19.3891,5.36551,7.09277,58.1324,133.103
1967,6.39726,24.3327,18.9345,15.6561,22.3746,26.1243,27.8781,12.5855,10.7418,44.9931,18.1588,30.8199,16.4694,20.0631,2.84965,12.5464,12.6019,10.1228,8.62968,31.1202
1968,9.55829,15.4192,15.7501,23.1188,30.9669,27.1747,16.5365,31.5906,10.3917,59.7655,11.2414,16.1108,20.2602,13.8071,11.2101,15.7454,4.54982,6.3198,24.5875,91.4394
1969,7.34201,3.80611,15.4843,14.9575,14.4487,22.8333,43.3162,30.0427,5.62596,54.8543,15.461,21.4146,9.00613,15.4991,6.03883,13.7883,7.00526,10.1141,28.1913,82.4331
1970,8.53589,19.1415,4.08441,15.2121,30.9835,7.49209,39.0864,28.2754,5.91078,18.4833,3.01176,10.0523,10.7171,11.9447,12.7638,21.9714,11.9347,8.26674,45.6142,67.5797
1971,6.97546,25.8589,3.76915,13.4016,10.6629,19.8053,30.4683,40.5179,9.99488,17.8749,20.3348,16.3418,14.2951,21.969,30.9174,22.9976,4.1519,10.9681,35.6559,55.7393
1972,14.4268,32.1411,20.4457,14.8229,26.2958,22.8743,14.297,26.9143,6.14833,20.0267,11.7902,11.0525,19.2011,10.0859,27.3631,25.6504,13.5197,8.47824,50.3969,42.5843
1973,7.08957,8.63508,12.9682,31.5873,17.0651,7.63421,27.1651,29.477,9.37771,6.07491,3.81294,10.7238,20.059,14.7116,30.6238,9.85727,12.5702,10.2606,4.02906,79.8439
1974,9.48005,6.83192,3.30531,23.3151,12.7889,13.0035,17.1256,9.4058,6.74801,65.3917,14.3233,24.793,8.04667,7.33795,13.2747,22.8176,5.18046,8.12903,57.7685,91.5488
1975,6.45958,6.16327,13.6526,9.60251,23.5297,6.94667,20.3553,30.504,6.7614,6.36381,12.9999,10.3726,16.3163,13.5974,34.1425,9.56314,9.59449,6.78151,57.4855,83.7791
1976,8.36494,26.7474,17.8041,24.9132,15.0943,26.463,12.8853,12.2175,11.0427,30.4737,20.1189,30.682,12.2247,7.97127,29.0777,20.5737,14.668,10.1784,5.17173,68.5692
1977,9.27671,25.9467,19.1404,18.1623,16.1629,24.5187,13.4902,9.4359,6.71644,33.1768,15.2598,14.3616,7.05805,16.6957,34.9957,22.6482,12.8753,8.04619,56.8177,89.6749
1978,9.93953,13.7434,2.10651,24.0915,18.3759,23.7066,14.3333,21.9209,7.66113,6.80549,22.5543,9.38503,13.3273,20.0743,30.3067,21.506,7.88877,8.31134,9.44797,61.929
1979,12.6034,24.9761,17.2282,11.3453,26.8946,6.80047,15.3891,30.9069,6.4302,43.722,20.4026,26.0697,7.21103,20.1273,10.8907,21.6665,4.57663,8.66747,56.8931,75.1644
1980,10.4226,14.5558,10.5142,16.4248,30.7332,25.2963,38.6402,23.0311,9.77337,58.3987,19.6142,10.0522,21.6117,21.586,4.21378,22.3283,12.817,6.08597,62.2203,53.9565
1981,7.10793,17.4959,20.2984,9.00596,11.0621,12.2851,35.4013,33.1615,7.43881,7.89739,21.6671,25.5046,20.9931,6.34415,12.1247,10.7899,12.2723,10.4529,49.2151,49.384
1982,7.76565,10.9734,11.8186,5.96281,24.593,19.4269,13.4125,42.5398,6.57137,29.5298,17.0993,27.2263,7.67424,9.65762,21.781,23.242,6.66283,7.63215,25.4522,94.0369
1983,13.2117,2.92148,3.462,11.9216,30.7505,25.4435,22.1798,20.3306,9.75335,13.6929,10.2699,29.9159,11.9857,20.3226,9.51054,17.7101,4.60678,8.71843,22.4143,22.9403
1984,15.7598,32.1213,19.1377,14.5821,15.3441,16.2047,24.1284,24.0432,6.60356,50.1474,24.0092,22.3124,15.2366,3.55389,35.6001,25.5891,12.0032,9.74207,59.0458,52.0539
1985,12.2544,27.3988,16.4976,7.56883,13.7927,6.07275,15.4445,9.65208,9.68441,16.6313,18.999,15.5993,8.80371,13.6971,15.1127,26.1629,12.1204,9.65981,60.0582,35.8001
1986,20.9256,25.6176,19.1058,7.84117,26.2409,15.8156,3.70629,31.6103,14.8011,11.7111,3.29002,20.2041,16.4197,21.5703,23.4408,14.2262,8.04127,11.65,18.5064,105.025
1987,10.8703,26.6184,6.76814,18.5185,25.3919,25.1997,28.6455,20.7031,5.90306,17.5244,23.1628,10.2317,10.3091,10.4169,20.3011,10.3585,11.392,6.21067,1.30423,27.7124
1988,15.2096,28.6393,18.8274,14.2482,20.1701,26.8357,14.8559,38.4237,9.51577,37.6437,23.4462,14.45,11.0873,19.5653,3.91344,4.42984,6.94932,7.75199,38.069,102.55
1989,15.2754,9.36877,17.7266,21.5632,19.0333,24.0649,21.9673,32.2808,5.60312,5.03576,3.72832,18.4623,21.8821,16.9017,3.26002,14.3036,12.1306,15.9944,45.3285,104.429
1990,10.8141,16.5908,17.4263,24.6326,19.6392,18.2384,21.7448,28.7788,8.42446,50.4661,21.0142,27.1831,18.865,16.7166,24.3347,26.668,9.69501,8.70843,30.1281,56.7787
1991,8.36452,12.0153,3.69299,31.7316,24.9985,15.9359,34.6205,23.0081,7.57697,59.5873,3.68968,25.7177,18.7466,6.33416,25.6745,26.9336,5.00638,6.31016,23.0991,92.7425
1992,18.7752,21.5218,11.9519,21.1296,11.8754,7.57932,29.2217,26.8268,10.7556,47.4689,21.1612,27.8894,21.4509,22.4318,16.4258,10.1119,12.2154,8.04177,43.7087,91.8805
1993,7.096,9.62689,14.8504,29.3181,25.4888,10.8226,12.5749,29.0759,8.87607,48.2143,22.1298,4.19938,16.561,12.4535,19.3615,11.4267,9.13782,6.55805,31.7925,65.3137
1994,6.59899,12.4253,1.8348,32.1707,10.4882,23.3492,12.4852,35.261,9.99152,56.089,20.7769,18.9426,18.9411,19.6034,14.2251,9.67745,9.44901,10.5437,24.7775,40.6046
1995,7.61456,10.4929,18.8201,19.8012,25.9337,7.94615,19.4822,28.0663,8.82276,62.2694,23.4093,11.2814,6.4727,6.53153,31.7159,15.5657,4.4143,9.24473,56.6146,93.7467
1996,12.6901,5.05023,10.9442,27.8074,11.211,24.8973,5.08712,21.1997,17.493,59.9009,4.19738,24.8616,18.9959,14.6652,35.2742,22.5555,4.23444,5.93807,36.0063,48.1162
1997,7.15074,27.7205,13.1785,10.671,23.2187,7.43318,38.9507,24.7646,4.21826,22.4547,21.8465,12.3168,7.16896,8.86869,27.3414,26.7915,3.89341,10.7792,56.143,67.1807
1998,14.4934,27.6567,14.4738,12.3783,25.5286,23.9508,29.8904,20.4677,10.047,36.0925,16.7941,17.4254,19.3977,6.9296,35.0865,15.4992,4.40034,10.5294,32.7105,101.137
1999,13.7435,27.9339,19.5198,31.5977,25.2626,9.91875,13.9859,26.633,10.2952,23.4423,23.2919,12.6017,9.4178,7.79075,21.1322,19.106,12.5188,8.46846,52.7715,65.3775
2000,7.26449,4.43387,10.3415,24.6927,24.8249,23.7192,15.8283,14.9015,8.66338,5.11729,12.7558,13.3828,21.1944,8.4632,6.77865,3.42944,10.4967,6.4916,6.84632,13.2534
2001,13.209,28.1348,2.62876,27.6341,29.5808,24.9958,21.0961,15.4797,6.47436,48.4475,7.00151,28.5226,18.5741,10.013,13.8737,10.8079,7.66373,10.6486,27.7684,63.378
2002,6.60299,26.7455,17.1882,25.8377,25.4192,16.9391,16.9709,26.7636,8.23409,31.3275,21.3756,22.6222,10.8851,11.4815,31.8571,19.5715,4.22753,11.7371,11.5985,6.92932
2003,16.4416,15.5842,9.25412,26.4073,11.5758,19.4071,44.4281,36.1482,10.382,33.1689,23.5352,31.1961,13.6078,12.3404,31.1481,26.2847,3.9626,6.70315,55.9284,64.5474
2004,10.752,29.3442,19.3794,8.40432,25.5182,25.9127,16.2168,30.6354,8.7795,57.2593,23.9184,8.28308,12.9885,21.113,16.1087,19.8701,14.8236,16.5495,53.3285,11.2388
2005,5.98609,9.72651,19.9312,9.55522,24.6735,14.9449,32.3101,29.1792,11.101,7.91641,17.6912,30.7635,9.62075,11.3984,26.2024,9.33436,13.4147,10.0327,16.915,76.2262
2006,6.72141,25.3614,4.71609,23.5484,12.6416,27.2905,29.6197,22.8219,10.2468,9.71171,3.80726,30.8741,8.71873,8.86187,12.153,13.0009,29.7985,8.45921,58.6982,13.1723
2007,8.88134,16.5131,6.61622,19.3874,11.261,9.84387,13.8139,32.4314,10.6076,4.87068,11.6078,31.3152,6.69018,9.48809,30.0442,24.676,8.79796,8.31876,42.5643,84.4244
2008,14.2265,2.73714,19.839,17.8595,20.7275,24.6722,22.194,9.99148,10.0454,59.502,19.9515,10.109,11.0402,16.1397,6.19838,8.53008,8.92792,6.04658,2.7911,92.503
2009,7.0015,18.754,16.3322,11.2875,13.6334,25.4416,38.8197,17.083,9.40299,46.1628,11.2013,18.4386,8.62381,16.3203,14.1548,16.8541,12.3668,9.56761,5.21561,99.7162
2010,17.5953,14.9795,16.9428,26.6154,30.7425,24.3935,18.0999,9.32644,28.923,9.93583,19.4682,8.3094,14.5724,20.0611,12.3527,6.88608,5.63597,9.60247,15.2638,93.8433
2011,8.21083,18.9275,19.3072,23.9785,31.1216,7.27033,25.4883,29.8652,6.11637,65.2979,21.6145,30.601,7.07076,14.2103,2.44029,7.2477,4.08673,5.83514,38.0618,22.0398
2012,12.9778,8.71114,11.4475,30.8377,22.3098,13.4516,34.7843,14.909,9.86447,55.5864,9.68695,28.321,17.4335,13.1885,3.41286,12.4562,14.4353,5.88108,35.9179,17.7856
2013,6.8694,23.242,17.6566,10.086,17.5308,17.9191,15.2822,30.5569,5.73176,54.7944,14.3367,27.2276,13.7918,6.71447,33.588,25.7261,12.027,8.31898,13.4547,78.844
2014,18.087,24.3108,8.87585,15.9237,33.4145,7.38302,28.3826,14.6583,11.014,53.0762,14.8041,30.7614,17.1283,10.5368,17.5779,19.9019,9.83543,9.11326,34.7498,26.8399
2015,10.2279,27.9401,19.2274,15.7441,25.5462,23.4391,26.0066,25.1594,10.1425,14.9727,18.0364,18.8499,6.96685,17.447,27.9262,22.7238,5.85663,8.43364,14.9575,18.7214
