NodeNo.,A.melanoleuca,C.dingo,D.marsupialis,E.barbara,L.pardalis,MeanShape,P.lotor,P.uncia,PC1.max,PC1.min,PC2.max,PC2.min,S.harrisii,U.arctos,V.vulpes,V.zibetha,PC1pos.PC2pos,PC1pos.PC2neg,PC1neg.PC2pos,PC1neg.PC2neg
126,15.0196,17.385,8.29352,25.9025,21.6243,24.2928,26.9395,26.0137,4.15328,36.1862,9.08617,5.00119,23.4953,18.9323,12.7167,11.2432,7.68416,18.2605,13.8446,52.7343
127,14.1266,15.0882,8.89867,27.1249,24.8439,24.0588,23.3199,30.4337,3.91546,34.6777,11.3363,12.6652,9.70558,17.3922,21.2328,15.2367,9.46949,9.57542,28.1259,59.7049
128,14.8761,10.6262,11.0326,26.4745,24.703,24.1525,16.355,30.6677,4.10301,30.0288,8.40516,16.229,17.4382,19.2037,9.87579,13.4759,7.54861,8.50939,12.0978,55.8479
129,14.5456,14.7065,7.81141,25.99,23.5975,26.0911,16.1806,29.4299,20.2892,40.1884,6.59998,20.4815,18.9494,19.4153,20.1746,10.9503,9.39686,6.17998,18.8588,59.3516
130,15.8138,12.6438,8.46959,25.1319,21.913,20.0055,26.4551,30.2947,5.67586,27.241,12.3665,21.8488,23.4672,18.856,15.4201,13.7469,7.65148,4.90031,26.8453,46.0673
131,2.95475,11.9524,6.91133,24.228,24.4011,24.6203,41.1582,25.2025,4.01999,26.7249,5.37299,9.0237,19.3571,20.3649,13.9797,15.5194,8.49585,10.6664,21.2491,47.4746
132,16.011,10.2664,10.8162,26.5373,23.5272,23.9532,19.1839,33.6835,35.928,26.9442,4.9206,23.4805,21.7832,17.907,21.1454,9.23209,10.4496,8.22223,14.8669,45.9609
133,4.72501,17.6934,9.18121,25.8302,25.1432,20.3644,25.6271,30.7077,7.83364,33.8448,9.28276,23.9791,21.7865,18.8219,9.21483,8.76563,7.75592,8.21013,10.1972,55.4625
134,11.8105,14.2034,6.2994,25.2382,19.5965,24.3436,26.59,34.1764,6.4635,27.5026,6.2217,4.19812,20.636,18.4756,11.6965,11.8379,8.22727,9.57907,11.7916,51.2827
135,15.2887,13.1051,7.33269,24.751,24.7881,24.021,16.0963,25.9093,9.06333,39.7654,8.17091,17.3857,4.1905,19.3286,10.7866,8.10435,10.3438,10.7778,9.90872,56.5852
136,15.7664,16.9694,9.23374,26.173,21.1828,20.5493,28.2455,27.0079,42.3524,33.337,10.9637,23.7803,21.1348,19.4101,9.29478,14.5862,7.49903,10.2374,8.79698,53.901
137,10.8565,16.5517,6.16057,24.8872,19.8941,21.7833,28.773,25.4522,29.1178,37.8356,6.01324,43.6315,23.8235,21.0486,18.7488,9.85977,7.9327,6.95005,13.6152,55.0089
138,16.0548,17.7023,11.6887,24.149,24.973,22.3918,28.5256,27.7024,10.1885,34.6179,12.2795,24.2293,21.8146,18.6721,21.0173,9.75833,8.96996,9.05035,19.7156,56.8044
139,3.64081,17.3788,6.24867,24.5664,22.2969,25.2547,25.4856,28.9195,10.5503,26.6488,11.7632,23.3187,10.9486,20.5755,9.3499,8.46144,9.06333,8.27013,25.149,51.8601
140,14.8371,17.6684,6.10995,24.5632,24.9939,22.7239,24.7503,31.0122,10.542,33.3542,4.98554,24.4068,5.06309,18.76,11.1054,8.94631,8.77648,9.314,28.7326,60.6352
141,3.61311,13.9596,6.4629,25.5028,20.1477,21.1926,20.7046,30.9386,7.73161,40.7331,10.3625,6.2949,19.6835,19.0223,21.3111,12.3248,9.05952,6.51025,22.466,53.3818
142,9.35329,13.6936,11.785,25.5614,22.129,24.4869,29.4806,30.2569,10.7926,28.4366,7.3729,15.5678,21.5775,20.4278,14.2446,15.3235,10.8142,6.1195,8.9405,49.8153
143,12.9,16.2684,10.5592,23.9969,24.9111,20.3961,22.5005,26.8916,11.0704,28.8814,12.2149,10.6112,22.4689,18.7875,10.3272,7.87264,8.13923,16.419,18.1809,58.006
144,14.9894,10.0451,7.04427,25.5869,21.359,21.1914,8.96259,31.1316,10.8164,40.6483,7.53887,21.1454,20.1732,19.2286,14.6227,8.35189,7.9541,9.05357,10.8851,50.4728
145,9.09354,17.2959,7.00938,26.0602,22.9959,20.2035,9.89467,25.2223,9.10992,26.1885,6.78869,11.9992,22.5412,18.5705,16.6603,8.04029,7.37204,6.17464,9.24793,48.6935
146,9.61668,9.7681,11.2468,25.2408,24.6076,23.8115,46.6483,34.4787,11.0788,27.7862,6.10916,15.1038,21.8157,16.1944,10.3836,9.42506,7.45908,10.6105,16.3653,57.6785
147,13.8641,13.1712,6.31782,24.3268,24.8861,26.592,27.8262,25.536,8.22899,26.6787,10.4658,24.9338,23.5646,18.8649,13.8286,8.06102,9.91166,3.53123,26.0152,63.6895
148,15.9574,17.9172,11.1984,26.0663,25.0717,22.9192,16.6544,32.1376,11.234,26.0041,5.76356,19.312,14.9816,19.3739,20.794,14.9837,9.47847,6.43602,9.33496,56.8564
149,16.1681,17.8737,10.2507,24.6692,24.8485,20.9293,24.5875,31.2155,9.00477,26.5752,12.6431,49.2443,21.2554,19.6002,20.6825,11.2828,10.9982,9.68672,18.2939,55.0263
150,15.0332,11.9838,8.17231,25.2289,24.6432,23.9985,39.3884,25.072,7.13998,35.2435,11.7553,22.0746,23.3522,18.1591,20.8419,12.7375,8.35807,7.90286,10.6346,54.1879
151,15.0859,15.4142,10.276,25.3942,20.7329,24.8874,24.6618,30.4761,11.6114,27.6943,8.23041,24.1863,17.0207,19.2378,15.9646,15.9036,10.7878,10.5758,16.0865,47.1004
152,16.1474,16.5528,6.17675,24.7428,20.5714,20.2668,29.6512,33.0652,11.4894,40.376,12.4181,23.259,8.10633,17.1828,20.8346,15.7837,7.64606,12.1303,27.7496,58.3918
153,14.0052,10.5716,9.55107,27.0839,19.6494,20.0322,6.22429,25.6818,11.562,26.1457,9.38376,19.4425,17.2845,19.0368,9.69907,10.4104,10.526,9.26267,12.5739,63.6512
154,7.39851,17.6723,8.83361,24.2501,20.1423,21.9262,23.4231,33.6677,9.78522,41.1389,8.8443,14.6373,23.2902,16.1668,20.4936,12.9945,10.1474,10.2505,23.2479,57.3507
155,15.0545,9.84237,11.5166,25.9178,24.6195,23.7584,25.3358,25.1287,10.3945,28.1666,10.2069,23.0496,14.1495,14.9777,19.8602,10.4051,9.48376,8.38692,11.0189,54.5825
156,15.27,16.2627,11.8861,25.0511,21.3302,19.8094,13.8522,31.1555,10.1136,39.8746,4.72609,13.434,18.3461,18.2345,15.1232,7.76927,9.84057,8.56702,24.7326,58.4799
157,13.3134,13.5952,7.85271,25.4608,19.2997,27.5381,29.1969,25.221,11.0461,34.8299,4.75328,45.51,22.1327,19.4538,18.1363,14.2055,11.15,14.2137,12.4629,56.7833
158,15.2431,10.2434,10.4612,25.1176,22.7537,23.6598,6.86671,35.0064,11.1835,39.143,6.46915,24.9047,21.0986,18.7329,16.2471,8.64199,7.57725,3.97444,25.9329,56.5943
159,6.94537,17.659,6.26702,24.5214,25.1576,25.9594,15.1033,31.5188,8.14941,36.9531,10.0458,9.09729,18.3112,18.5075,18.0138,8.00386,7.21435,10.7258,21.9626,58.9711
160,14.1737,18.1974,5.99177,24.6685,24.9353,22.2553,16.7186,31.3613,6.36947,38.4678,9.8228,23.5114,21.7256,17.9883,8.81248,10.114,10.6553,10.2363,29.2281,55.71
161,16.3069,11.1925,11.777,25.246,23.7047,25.8962,28.0033,34.8262,11.4713,25.8211,12.7408,17.705,19.1154,18.24,21.1365,15.0402,9.55782,8.98177,11.3995,58.9619
162,13.8691,14.5865,7.46437,23.8188,21.6974,19.9286,25.9992,30.6251,2.45108,36.0525,11.1233,10.1601,21.8614,19.3771,11.6311,15.561,7.58889,10.8991,28.1833,60.8727
163,12.6481,16.8633,11.8549,25.4315,19.507,26.9602,29.0704,24.9154,10.6779,40.9312,10.3857,24.8481,19.9926,20.8454,13.187,13.0806,7.08238,4.88465,20.1051,58.9422
164,15.5254,10.7826,6.78255,26.0086,18.9822,24.6974,48.2815,26.3519,11.7316,33.8139,6.19397,21.8833,18.5909,18.4732,19.3331,8.321,8.98995,8.34127,12.9101,45.038
165,13.907,11.3651,9.71207,24.2721,25.0763,27.7383,31.5064,29.3548,11.7762,39.6022,5.27635,25.3154,19.0184,19.3285,15.8359,7.70866,8.44718,8.2703,14.403,58.0463
166,15.0306,11.5132,6.78639,24.9915,22.0344,27.4303,30.8346,25.4506,11.1665,39.4496,10.3552,8.87935,20.4451,21.0334,15.4668,13.9428,7.47743,8.96739,8.60338,51.1471
167,14.993,15.9287,7.5265,26.8965,22.9701,20.4019,27.909,28.9052,11.0472,36.6608,4.8606,21.1788,24.1197,18.4922,11.2068,16.1525,7.42983,7.75071,14.2873,48.8105
168,15.9852,15.7973,12.1455,23.9176,24.226,27.6548,29.1755,25.556,10.8796,38.0703,12.389,25.4851,12.4087,19.9232,8.9561,7.68955,7.65694,10.0856,27.1029,57.6581
169,15.8787,12.7629,10.8802,25.6844,19.8633,26.3328,29.2109,24.7314,8.47273,27.1368,6.98267,24.2714,19.3145,18.4748,8.52128,8.95784,8.99861,8.12251,15.1021,46.1002
170,14.1117,17.541,7.86997,26.2755,25.2704,21.5292,25.265,31.7338,9.7073,25.7643,7.14635,39.4753,10.2921,17.73,21.1136,14.6438,8.04822,10.779,30.0031,59.4743
171,3.01909,18.5536,9.84682,25.1646,22.5239,23.656,31.9166,34.1156,5.70653,41.9835,4.82423,25.0063,8.74754,19.1748,13.8724,10.7046,6.71543,6.31475,8.82757,54.616
172,3.61144,17.0373,11.7495,24.655,24.8946,24.0511,15.1468,30.2444,11.4704,39.9058,5.01211,15.8114,12.7772,19.9958,21.0268,11.0729,9.43444,10.2887,16.7323,59.6478
173,9.9846,10.0522,12.1841,25.4584,25.0145,24.374,23.1176,27.0284,11.6664,25.5094,7.43795,17.4121,20.1549,18.1326,10.7158,13.5053,10.3361,8.74642,8.29042,44.6978
174,15.9669,17.361,6.70844,23.9135,24.9609,22.2873,18.9829,29.8158,11.5086,30.9458,9.47766,4.54537,23.8977,14.6755,8.29721,16.225,11.2726,3.98076,15.3264,37.5177
175,15.9149,15.0649,7.36274,25.9776,22.5255,27.746,20.6739,35.3382,10.941,25.1615,12.7496,25.8045,21.6746,18.4523,20.827,14.4394,11.0669,6.80836,29.3635,51.3971
176,11.274,11.1284,8.96781,26.4286,24.632,27.4419,18.5897,35.4101,6.76847,32.2815,11.6869,20.5314,22.2867,18.5597,21.072,12.5813,8.33345,8.31348,22.1171,48.1463
177,15.018,10.7442,6.00592,26.6734,22.6915,20.5883,46.6459,25.2634,11.5272,38.426,11.2708,22.952,20.9979,20.646,20.7164,15.6476,6.63839,31.0316,20.2265,56.4657
178,4.69916,12.0275,8.07421,26.6233,20.7777,20.3639,30.5029,30.0127,10.7395,37.6656,7.77066,11.2088,21.5064,19.1142,9.89891,7.53414,10.2609,6.77702,11.2924,49.8386
179,14.6044,9.57703,10.9515,24.9643,18.7939,27.859,43.1509,26.9972,4.14039,39.273,7.63316,24.8544,22.2928,20.5585,12.7632,8.57108,9.28376,9.80558,17.1781,59.5313
180,7.71719,18.3422,6.3939,26.1104,24.9901,26.675,27.5914,30.4961,10.2009,40.8025,12.2047,38.0463,23.6602,18.9195,12.0383,9.93257,11.2515,11.2248,30.3425,63.1938
180,7.88076,18.0103,6.65763,24.005,19.269,24.7443,51.7955,31.7182,11.4033,35.8689,8.58145,18.7106,8.88425,18.1052,9.07262,16.0775,9.55678,10.0411,20.9872,58.653
180,27.5218,14.2193,6.37689,26.9595,24.985,19.9626,27.1225,32.9167,7.98226,28.9994,9.08354,22.1844,4.67889,19.4625,20.7809,9.33532,9.15581,6.56706,8.91038,45.8067
180,5.14784,18.3526,11.4162,26.3355,23.5374,24.7643,31.4536,32.182,11.6844,31.1018,8.7723,5.86249,22.6476,18.2758,20.693,13.5699,7.20989,8.52431,25.3963,46.5115
180,32.0762,9.748,11.8938,25.8521,18.903,27.596,25.3833,25.7378,11.3576,33.298,12.8966,54.1445,13.9267,18.8067,16.0808,11.9841,8.63457,8.00807,9.64039,53.1303
180,7.94018,14.8294,6.08902,25.4878,24.907,27.4163,11.1009,31.1015,11.3431,34.2112,10.8372,40.9573,19.5157,18.769,20.2872,10.159,8.62494,10.6327,23.7998,51.2999
180,28.5901,15.3346,6.21561,25.3422,25.1697,27.3252,25.0982,30.7041,10.3556,26.0953,5.45939,13.9958,16.7279,18.3087,10.1352,7.42058,8.29202,11.2434,17.7413,59.9565
180,9.10718,16.2345,5.83969,25.1177,19.3762,27.2876,24.6744,29.0945,11.1546,38.7722,6.57047,24.0392,22.8786,19.9595,21.2893,9.64386,6.8844,11.0779,10.2903,36.3679
180,6.83346,10.3136,6.00778,25.7519,22.3443,20.4067,30.9136,30.486,11.3977,25.2119,4.57618,22.646,22.333,17.3976,16.9314,7.97348,8.83668,7.11785,24.1458,56.1228
180,41.2479,12.1772,10.7989,25.595,23.1267,26.2826,22.1771,24.8447,9.7613,24.6835,5.83748,15.5519,22.248,19.1019,14.0149,16.2267,10.8854,10.1756,7.88026,50.9367
180,22.7839,17.9223,6.17142,26.598,25.0087,19.8703,40.0624,27.0489,2.45439,24.5773,12.5249,23.4404,19.4667,17.4024,8.07285,7.93425,9.4402,11.4423,8.15212,58.0265
180,22.6399,16.9234,10.0895,24.404,25.1367,22.2989,7.91498,35.3629,10.6408,28.0921,5.08552,16.5058,16.132,18.4399,12.4763,11.8337,10.4291,9.01612,7.93296,57.4739
180,24.5014,13.2545,6.20042,23.9418,24.3298,21.1845,32.4816,26.1598,11.1185,31.768,8.05711,11.36,21.6378,17.7557,21.4818,16.3444,6.4073,11.5543,14.522,59.7492
180,13.6558,18.7814,10.0086,25.8975,21.7818,20.163,32.4875,24.8175,11.5159,33.7205,12.9613,26.5928,23.3936,16.5706,13.4465,7.72286,6.34674,8.30325,11.0356,39.7232
180,8.73948,9.54391,10.4183,25.2084,23.4585,23.0347,24.9276,30.1985,9.25051,30.4148,10.5498,26.8012,19.3748,18.2248,12.223,15.3136,11.5572,29.723,18.5683,55.1273
181,15.2937,18.7787,11.3888,25.219,19.1904,27.6571,31.4563,36.1465,7.67821,39.0436,6.72365,20.7974,22.1105,19.2314,20.5389,12.2449,7.43692,7.7999,16.8586,53.9442
182,11.9758,13.4322,9.17991,25.4136,21.1514,23.6857,32.6344,34.8594,10.8859,37.5385,5.56493,20.255,20.0139,20.9458,13.5383,11.4943,9.76111,9.19542,8.30983,51.9053
183,15.5541,14.7786,6.17485,25.8777,24.7325,24.134,28.0304,24.333,9.13911,36.0947,4.54508,6.76484,18.8606,20.2088,8.25761,10.5718,8.4614,9.76285,19.3144,60.2839
184,15.6056,18.6374,8.7284,23.6861,21.6851,19.8488,30.9299,28.2584,11.303,40.349,12.7619,15.0622,21.8728,15.7321,10.2767,16.4319,10.8912,6.71207,20.6925,60.9378
185,15.454,16.4615,9.05888,26.209,24.4883,25.9926,12.9376,35.8206,10.5197,32.867,7.22643,26.0629,18.1111,17.9783,8.98226,8.81869,9.89073,10.8514,30.8916,52.195
186,15.5784,11.5865,12.3889,24.778,20.09,27.6229,20.7833,24.3342,10.932,40.8864,4.58358,8.93649,21.9124,16.3035,11.8311,11.4864,7.85272,11.0863,13.3008,46.4553
187,15.939,10.0329,12.6004,24.1824,20.6054,23.5478,6.78754,24.8009,7.16025,27.1264,12.0171,25.9828,21.4932,17.7316,10.0246,9.69715,7.15762,7.08192,11.78,63.3245
188,15.6893,13.8705,5.82464,25.9908,20.8642,23.616,30.2657,29.2642,11.2598,30.3553,8.27528,24.5478,24.392,18.6422,7.71636,11.073,11.2706,7.89194,30.3951,56.331
189,11.3461,18.5459,12.602,24.2786,24.1169,21.7235,29.5335,35.9303,11.3747,41.6665,8.7977,9.88867,5.68818,19.3809,15.545,16.3825,7.4264,9.87465,26.514,45.1212
190,15.575,10.313,7.59639,23.5401,25.0512,21.3735,32.3747,30.1257,2.36983,25.4291,12.7335,26.6148,17.9961,18.1218,18.8703,7.45429,11.1545,9.73269,30.7069,61.5226
191,30.8086,12.5847,8.33723,25.2882,23.0284,26.3184,38.359,26.9839,13.0237,34.6465,8.11531,29.87,21.029,18.0939,20.7538,14.0078,8.14449,9.03014,21.4287,60.8439
192,15.1326,12.9237,10.2977,25.9029,25.6906,25.1556,29.4968,35.5306,11.1966,28.2953,4.77796,14.8785,16.0784,18.239,14.2235,11.2319,8.8847,8.67523,22.839,57.7252
193,8.59722,17.7648,11.9512,26.4495,24.7698,23.7293,8.8032,35.5046,10.9973,41.7344,7.17233,27.1031,22.7433,18.8461,14.133,15.7562,10.6195,18.0441,24.1676,60.7777
194,15.2333,16.5643,7.85494,25.6639,24.9456,20.4169,32.5298,34.9382,10.8215,40.2451,9.72563,18.9546,20.2401,19.1793,7.66352,10.9193,7.79817,10.8172,28.6728,42.3111
195,13.5562,12.4267,8.3917,25.8025,22.2133,21.1075,15.7913,26.9783,10.0649,29.7634,10.6183,22.6557,24.1803,17.1052,20.7969,10.4904,8.45959,6.46428,9.1692,62.1655
196,16.1684,19.0608,6.75709,24.833,19.5444,21.2569,17.9834,35.4832,12.9353,24.3323,12.9501,9.75287,23.6639,17.6763,21.3862,7.63057,10.1562,9.24213,8.24468,58.5627
197,15.0999,18.9894,12.3389,25.0116,25.4158,27.6603,25.3949,30.4018,10.8642,25.8257,4.30557,25.455,14.3079,14.0502,21.8053,7.28726,8.35602,8.98922,29.5138,58.5038
198,14.025,14.6455,10.5214,24.5016,25.1794,24.4336,31.0793,24.8151,11.2375,25.0542,13.0738,17.3562,17.3162,15.2298,17.8725,13.1275,11.6178,16.4392,29.4895,50.0158
199,14.8508,17.4793,5.75748,26.0497,24.9583,23.6025,24.1095,24.5558,8.46618,42.6791,7.84688,21.5763,21.0214,20.0083,20.8749,10.9352,6.20775,6.54102,26.6493,52.0416
200,15.6566,16.6655,7.07724,25.4292,25.1803,27.1748,44.738,35.2011,11.0486,42.178,12.1305,21.9317,20.2856,20.3515,10.8197,16.368,8.21652,11.9363,16.1086,59.6732
201,15.1811,15.3181,7.11997,26.1514,24.6119,27.314,20.8046,27.8011,11.1272,24.116,9.67275,37.7066,22.0177,19.4044,10.9324,15.3075,6.78717,11.8078,7.68977,58.3383
202,15.3218,17.4791,9.45674,24.1833,22.937,24.0671,32.9656,25.6027,11.436,29.3828,8.37137,12.4144,19.6007,19.2641,15.7649,7.42332,7.52228,10.8301,9.50945,43.9817
203,15.8717,9.6106,6.68829,26.4417,22.6484,24.4283,25.6196,30.304,10.9153,40.0385,10.3605,18.3923,22.938,15.0957,20.6656,16.3019,10.0182,11.9461,24.8177,52.5896
204,15.5353,9.44568,5.5842,26.7689,25.1099,27.0498,34.4546,35.7806,10.7528,24.2997,5.92878,34.1442,21.8933,17.1264,22.0297,15.8007,9.64411,8.68305,13.3852,44.3341
205,12.6217,17.073,13.0624,25.4626,19.0736,20.4973,26.1411,35.7291,10.7848,38.7045,5.66718,6.61973,19.3693,20.5631,15.0145,16.5201,11.8187,12.0001,27.6175,60.6476
206,15.5364,18.1817,5.797,25.8239,25.7369,23.0446,19.4295,30.3899,10.205,24.06,7.47631,27.8515,7.8375,17.2754,15.1989,16.4933,9.41277,11.5773,31.7452,56.703
207,31.3863,19.2298,11.1858,26.1831,18.373,19.6889,29.4171,35.0966,11.4513,34.7248,13.1108,28.0565,28.1516,20.7208,21.5028,11.7209,8.13636,7.44615,7.38097,49.362
208,3.98731,18.9267,12.7872,25.3938,20.1705,27.5913,32.4464,30.4785,14.1727,26.4284,5.88644,13.8665,23.2376,19.7187,11.1221,9.10649,11.4165,10.5543,31.7544,57.3805
209,5.09585,13.7632,7.97174,24.9853,25.481,20.438,32.9677,27.0419,10.7359,40.0961,4.9674,23.4201,16.3621,17.7518,17.4704,8.44232,10.7273,26.6195,17.7624,52.9299
210,12.9278,11.6716,5.68841,24.2907,24.558,21.8182,26.2692,34.8994,11.1005,38.8864,9.98729,36.313,22.1687,18.4392,18.0378,8.09181,8.64679,11.3892,8.6895,47.0633
211,5.43405,18.2899,11.8511,24.2501,25.1998,25.4796,39.027,36.0177,10.994,36.8553,6.83822,25.1905,6.30987,17.3515,8.70363,16.3091,8.85577,5.37664,12.5596,58.5239
212,10.6583,15.827,6.08753,25.1726,22.7118,25.8402,33.1814,30.9804,11.3265,27.5652,11.5386,23.7869,19.4712,18.2236,9.28109,14.3698,8.71956,9.20824,12.8534,58.9985
213,15.8881,10.37,6.14909,25.1874,24.9672,19.8593,23.8635,30.9595,10.4618,24.1814,12.5106,13.1815,7.39319,20.279,19.9841,7.17403,6.0395,7.2296,22.3138,61.5797
214,15.3113,14.9731,12.1069,24.9429,23.1513,27.6121,27.8399,24.8375,2.68977,35.8476,11.7348,16.3875,21.8786,20.8975,18.8582,10.1859,6.52547,8.18504,9.28078,59.2269
215,15.4508,19.371,6.76792,25.5642,25.0007,27.6409,7.22724,32.9251,9.03174,36.9818,4.31886,19.8466,11.3306,17.3631,8.375,8.08825,9.45015,12.0341,30.7207,45.8222
216,6.20927,9.60342,12.9441,24.8156,18.6048,23.7241,33.7651,24.1594,12.2027,39.3489,6.27747,15.3891,20.6783,12.573,8.16406,12.6023,9.51739,7.07873,17.206,50.4262
217,10.9627,9.22477,12.6461,25.6263,23.7709,20.2992,27.4486,35.1844,9.94128,38.7064,9.33332,24.1381,23.106,19.5052,14.7034,14.0825,10.9626,24.7114,11.1302,50.8638
218,7.4242,19.218,11.8909,26.1437,21.1194,24.9046,21.7428,30.7392,11.3914,41.5931,6.83414,26.3127,19.6228,16.9447,20.6964,12.3393,8.39903,8.10066,24.7897,61.7593
219,15.0951,18.7661,6.02128,26.232,17.8585,20.4934,24.7717,30.6308,7.22257,43.1669,13.1716,17.8244,16.3652,18.8524,22.3151,7.16407,6.81625,10.3038,23.2534,44.1854
220,13.5977,18.6532,6.14762,25.8623,25.1977,20.4452,32.7481,34.0507,5.91124,38.6586,11.2049,28.5124,23.3618,18.1257,7.14706,7.05285,9.32895,10.4917,22.4281,53.9439
221,15.2329,10.9335,5.32645,22.5624,23.3968,22.2087,11.5654,26.8057,10.743,23.6089,12.2579,9.91443,20.1153,11.2293,10.1855,14.7338,12.1814,9.68476,27.6326,58.1546
222,16.1028,16.0877,9.67295,23.0167,21.7141,20.4925,48.9112,35.8845,7.79727,41.1789,4.50021,16.1082,21.7844,17.7324,7.72431,14.841,7.61009,8.07291,15.0416,50.1467
223,14.2207,17.6828,8.72842,25.1932,18.0756,23.5271,35.6822,35.3099,3.18252,40.1212,8.96107,27.1857,24.6874,19.2854,7.4247,8.6443,11.5069,8.01119,7.42944,50.1777
224,14.7202,19.5358,11.6826,21.6704,24.46,26.8098,35.2425,35.3363,10.4737,33.9083,12.8139,26.5473,23.3808,17.859,14.6157,16.5129,7.41771,12.4106,20.0109,62.8535
225,16.0008,9.14606,5.41412,25.5293,25.9219,20.7987,31.2946,24.4485,9.69405,35.4553,12.4852,33.4338,19.2361,19.4795,10.3648,7.66877,10.1863,8.82092,18.726,62.1587
226,15.503,19.192,6.57702,24.313,23.3485,19.8346,29.312,25.2787,10.9679,27.1723,5.27478,28.0917,14.1528,18.8179,12.739,6.96707,7.28734,24.2146,30.0572,62.8817
227,32.5423,12.9953,5.88885,23.227,19.3695,20.1233,32.5365,36.0463,11.2004,23.3481,10.0195,6.02277,21.4537,18.122,9.02006,10.8507,7.5419,7.88125,6.98176,57.8066
228,2.55999,11.2168,13.1747,26.4254,25.2238,27.6329,24.7684,36.0409,11.4081,40.4659,4.27144,22.3966,22.8941,17.9942,15.8767,13.2794,10.9055,7.21862,14.0671,54.7944
228,4.09885,14.9225,12.5454,25.4634,19.2701,22.563,39.8006,35.2419,4.79239,39.8642,4.74829,27.6103,21.5005,18.0153,19.5363,16.0423,7.27403,11.3615,10.5828,62.9579
228,4.47111,9.78417,6.36413,24.177,18.622,20.574,33.397,35.7498,12.8419,26.0371,4.58338,27.0085,5.69625,16.8227,13.741,16.6833,6.39215,7.82583,8.39013,62.1936
228,4.87618,17.8699,9.59879,23.5282,18.4829,27.5817,33.6378,34.0054,10.9132,34.3206,10.9279,25.5199,17.3651,19.2658,14.3961,9.70848,9.32649,8.16953,14.1635,61.3054
228,4.51258,17.1025,10.9044,22.1276,18.6227,23.535,16.2648,24.074,10.7623,43.3315,7.82418,13.9601,20.2215,18.6472,20.1729,8.36065,8.68016,8.77983,30.9574,60.7509
228,5.00236,9.34197,7.34943,26.3169,20.0706,22.2193,33.3906,24.0855,10.9002,23.1696,6.11592,28.2762,20.0742,18.3589,7.31193,16.613,8.89639,9.29685,7.57074,59.0318
228,3.70374,16.0812,13.323,23.7309,23.2723,27.5851,20.7711,31.9553,11.2492,23.6527,5.59871,42.7896,21.208,17.1055,22.8089,16.5012,6.24887,16.4692,32.3578,59.4747
228,24.6133,11.9431,7.51144,25.3485,20.5185,21,37.6941,35.629,10.8823,24.5914,7.18753,8.12412,18.1613,18.824,20.6172,7.74193,11.1357,12.1575,31.1107,8.73767
228,3.61131,10.7242,5.37296,23.9959,22.4042,27.0174,21.5926,35.4847,11.0776,38.5032,13.2949,8.55231,22.6542,16.843,21.677,16.413,6.02356,23.4862,25.9988,80.052
228,17.8519,19.1635,8.78686,25.6345,25.3679,27.397,35.7174,26.7795,11.5028,23.3209,6.38742,25.4671,20.5343,18.3527,23.2587,13.741,8.01767,8.99472,14.4976,12.4046
228,38.9626,10.6589,10.6987,26.2237,22.0754,26.8516,9.07551,35.0599,11.166,43.1579,8.60934,24.365,32.0332,20.6797,11.3919,10.1617,10.2775,11.7156,9.86014,122.103
228,3.79477,10.0557,6.61853,26.7866,24.798,27.7508,35.112,35.7861,11.237,26.7705,12.7263,21.2585,19.5813,17.6712,14.0834,12.8616,11.8591,8.26332,18.7047,40.8858
228,2.76702,19.6546,5.23267,23.7179,24.2381,20.5329,43.9021,35.4285,11.0196,28.5262,7.16845,8.17134,23.513,17.9358,18.0805,16.6816,7.58989,12.7561,31.8879,229.985
228,18.7906,14.2224,10.2617,24.7238,24.7044,20.5456,25.3111,35.763,10.0342,43.3522,4.09691,20.1705,22.8095,18.785,22.2195,15.4722,7.05902,25.9023,17.7907,50.8812
228,31.9827,13.3365,5.39695,26.101,24.5716,27.4574,30.4155,27.5863,8.4288,42.6149,4.01807,11.5274,15.1793,20.4317,22.4419,7.41872,8.31335,9.3036,11.731,69.5644
229,15.3348,9.35343,10.2129,25.0317,23.0691,24.6212,39.724,25.4087,8.93084,38.685,13.5736,23.1547,23.3188,19.2869,20.9421,10.5047,7.40495,11.4762,32.4236,57.1823
230,13.558,19.7341,13.4429,20.2055,25.1006,21.2481,53.4088,25.9824,11.2081,32.3003,10.1658,20.7152,19.6067,16.9364,6.95601,7.32863,11.3036,12.5897,15.0478,52.089
231,13.1303,17.3179,7.78915,24.4941,24.7535,19.9394,27.9673,35.4283,10.7152,39.6097,5.08613,39.3208,19.0791,17.0171,15.1509,8.97415,9.44013,12.626,9.82339,44.1057
232,4.94093,18.085,7.7546,24.8997,24.7898,22.395,7.81219,34.8447,5.79893,41.8737,8.91202,28.5444,5.48758,19.8374,20.9525,9.85974,10.4422,12.0224,11.3992,42.7277
233,16.0139,13.9359,5.99447,25.5548,23.521,24.3423,34.9562,24.3584,11.4874,39.1608,10.8833,18.7995,20.5155,18.0019,6.84978,13.6149,9.7621,8.96671,16.9994,60.7002
234,16.125,8.89687,10.6104,26.173,26.5854,24.2359,35.3439,35.3802,10.9176,33.706,4.18234,15.7216,19.4094,19.8296,15.6604,6.76605,9.47065,25.8017,7.08259,62.7683
235,15.4311,11.0879,12.4192,25.9068,25.2443,26.5846,31.5361,30.1145,14.4511,27.4251,13.1486,23.1787,23.1024,15.5423,7.72136,9.31257,6.17663,7.36221,8.17955,57.9534
